,date,Time,District,DTP_V,POG,RAN,K_TS,K_UCH,n_p,street,house,dor,factor,s_pog,s_pch,osv,COORD_W,COORD_L,OBJ_DTP,change_org_motion
4955,03.04.2018,08:00,Петродворцовый район,Наезд на препятствие,0,1,1,2,г Ломоносов,ул Александровская,ул. Победы,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.,29.,Регулируемый пешеходный переход,Режим движения не изменялся
4956,01.04.2018,02:05,Петродворцовый район,Наезд на препятствие,0,1,1,1,п Стрельна,ул Нижняя Колония,14,,Сведения отсутствуют,Ясно,Сухое,"В темное время суток, освещение включено",59.8425,30.0378,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
4957,27.03.2018,10:20,Петродворцовый район,Столкновение,0,1,2,2,п Стрельна,ул Фронтовая,30,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.8433,30.0308,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
4958,21.03.2018,21:25,Петродворцовый район,Столкновение,0,1,2,3,г Петергоф,ш Ропшинское,8,,Сведения отсутствуют,Пасмурно,Обработанное противогололедными материалами,"В темное время суток, освещение отсутствует",59.851903,29.950245,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
4959,21.03.2018,18:00,Петродворцовый район,Наезд на препятствие,1,2,1,3,г Ломоносов,ш Краснофлотское,23,,Сведения отсутствуют,Ясно,Заснеженное,Светлое время суток,59.,29.,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
4960,20.03.2018,08:30,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Петергоф,пр-кт Санкт-Петербургский,37,,Сведения отсутствуют,Ясно,Обработанное противогололедными материалами,Светлое время суток,59.8789,29.9147,Остановка общественного транспорта,Режим движения не изменялся
4961,18.03.2018,12:35,Петродворцовый район,Столкновение,0,2,2,3,г Петергоф,ул Чебышевская,БОТАНИЧЕСКАЯ,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.,29.,Многоквартирные жилые дома,Движение частично перекрыто
4962,14.03.2018,18:45,Петродворцовый район,Съезд с дороги,0,1,1,1,г Ломоносов,ш Краснофлотское,60,,Сведения отсутствуют,Пасмурно,Мокрое,"В темное время суток, освещение включено",59.924324,29.704585,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
4963,09.03.2018,13:45,Петродворцовый район,Падение пассажира,0,1,1,2,п Стрельна,ш Санкт-Петербургское,2А,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.,29.,Регулируемый перекрёсток,Движение частично перекрыто
4964,05.03.2018,08:55,Петродворцовый район,Столкновение,0,1,2,2,г Ломоносов,ул Федюнинского,ПОБЕДЫ,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.,29.,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
4965,05.03.2018,15:00,Петродворцовый район,Наезд на препятствие,0,1,1,1,п Стрельна,ш Волхонское,58,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.,29.,Остановка общественного транспорта,Режим движения не изменялся
4966,03.03.2018,17:15,Петродворцовый район,Столкновение,0,1,2,2,п Стрельна,ш Санкт-Петербургское,63,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.8528,30.0386,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
4967,02.03.2018,12:20,Петродворцовый район,Столкновение,0,1,2,2,г Ломоносов,ул Александровская,13,,Сведения отсутствуют,Пасмурно,Сухое,Светлое время суток,59.,29.,Регулируемый перекрёсток,Движение частично перекрыто
4968,01.03.2018,19:45,Петродворцовый район,Столкновение,0,3,4,5,г Петергоф,пр-кт Санкт-Петербургский,60,,Сведения отсутствуют,Пасмурно,Обработанное противогололедными материалами,"В темное время суток, освещение включено",59.884813,29.885145,Регулируемый пешеходный переход,Движение частично перекрыто
4969,19.02.2018,11:40,Петродворцовый район,Столкновение,0,1,2,2,г Петергоф,ш Ораниенбаумское,34км 500м,,Сведения отсутствуют,Пасмурно,Обработанное противогололедными материалами,Светлое время суток,59.8944,29.8514,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
4970,09.02.2018,10:05,Петродворцовый район,Наезд на препятствие,0,1,1,1,г Ломоносов,ш Краснофлотское,60,,Сведения отсутствуют,Снегопад,Заснеженное,Светлое время суток,59.,29.,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
4971,08.02.2018,20:30,Петродворцовый район,Столкновение,0,1,2,2,г Ломоносов,ул Красного Флота,23а,,Сведения отсутствуют,Ясно,Заснеженное,"В темное время суток, освещение включено",59.9056,29.7792,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
4972,08.02.2018,09:00,Петродворцовый район,Столкновение,0,1,2,3,г Ломоносов,ш Краснофлотское,39,,Сведения отсутствуют,Пасмурно,Обработанное противогололедными материалами,Светлое время суток,59.9247,29.7192,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
4973,05.02.2018,11:00,Петродворцовый район,Наезд на препятствие,0,1,1,1,г Петергоф,ул Озерковая,45,,Сведения отсутствуют,Снегопад,Заснеженное,Светлое время суток,59.,29.,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
4974,05.02.2018,02:50,Петродворцовый район,Наезд на препятствие,1,0,1,1,г Петергоф,ш Санкт-Петербургское,130 кор.1,,Сведения отсутствуют,Снегопад,Обработанное противогололедными материалами,"В темное время суток, освещение включено",59.8589,30.0008,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
4975,25.01.2018,16:31,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Петергоф,пер Мастеровой,3,,Сведения отсутствуют,Пасмурно,Обработанное противогололедными материалами,Светлое время суток,59.8808,29.8942,Крупный торговый объект (являющийся объектом массового тяготения пешеходов и (или) транспорта),Режим движения не изменялся
4976,23.01.2018,12:05,Петродворцовый район,Наезд на стоящее ТС,0,2,2,4,г Петергоф,пр-кт Санкт-Петербургский,29,,Сведения отсутствуют,Ясно,Обработанное противогололедными материалами,Светлое время суток,59.8789,29.9169,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
4977,21.01.2018,11:50,Петродворцовый район,Столкновение,0,1,2,2,г Петергоф,ш Ораниенбаумское,1,,Сведения отсутствуют,Снегопад,Заснеженное,Светлое время суток,59.,29.,Остановка общественного транспорта,Движение частично перекрыто
4978,21.01.2018,13:00,Петродворцовый район,Столкновение,0,1,2,2,г Петергоф,ул Гостилицкая,2,,Сведения отсутствуют,Снегопад,Заснеженное,Светлое время суток,59.,29.,Крупный торговый объект (являющийся объектом массового тяготения пешеходов и (или) транспорта),Режим движения не изменялся
4979,21.01.2018,10:45,Петродворцовый район,Съезд с дороги,0,1,1,1,г Петергоф,ш Ораниенбаумское,ул.Мечникова,,Сведения отсутствуют,Снегопад,Заснеженное,Светлое время суток,59.,29.,Нерегулируемый перекрёсток,Режим движения не изменялся
4980,20.01.2018,09:15,Петродворцовый район,Съезд с дороги,0,1,1,1,г Петергоф,ш Ораниенбаумское,Мечникова,,Сведения отсутствуют,Снегопад,Заснеженное,Светлое время суток,59.,29.,Нерегулируемый перекрёсток,Режим движения не изменялся
4981,15.01.2018,14:10,Петродворцовый район,Наезд на пешехода,0,1,1,2,п Стрельна,ш Санкт-Петербургское,43,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.851831,30.080309,Остановка общественного транспорта,Режим движения не изменялся
4982,11.01.2018,14:15,Петродворцовый район,Наезд на пешехода,0,1,1,2,п Стрельна,ш Санкт-Петербургское,76,,Сведения отсутствуют,Пасмурно,Обработанное противогололедными материалами,Светлое время суток,59.8514,30.0478,Остановка общественного транспорта,Режим движения не изменялся
4983,05.01.2018,14:40,Петродворцовый район,Столкновение,0,1,2,3,г Петергоф,ул Озерковая,Аврова,,Сведения отсутствуют,Пасмурно,Мокрое,Светлое время суток,59.866431,29.92238,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
4984,04.01.2018,11:40,Петродворцовый район,Съезд с дороги,0,2,1,2,г Ломоносов,ул Морская,35,,Сведения отсутствуют,Пасмурно,Мокрое,Светлое время суток,59.908351,29.809116,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
4985,22.02.2020,23:55,Петродворцовый район,Столкновение,0,3,2,4,г Петергоф,пр-кт Санкт-Петербургский,34б,,Сведения отсутствуют,Пасмурно,Мокрое,"В темное время суток, освещение включено",59.880033,29.909334,Административные здания,Движение частично перекрыто
4986,22.02.2020,01:30,Петродворцовый район,Наезд на препятствие,0,1,1,2,г Петергоф,пр-кт Санкт-Петербургский,1,,Сведения отсутствуют,Пасмурно,Сухое,"В темное время суток, освещение включено",59.876383,29.934804,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
4987,18.02.2020,09:05,Петродворцовый район,Съезд с дороги,0,1,1,1,п Стрельна,ул Связи,2 1,,Сведения отсутствуют,Пасмурно,Мокрое,Светлое время суток,59.850711,30.010207,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
4988,17.02.2020,08:07,Петродворцовый район,Наезд на пешехода,0,1,1,2,п Стрельна,ул Гоголя,2,,Сведения отсутствуют,Дождь,Мокрое,"В темное время суток, освещение включено",59.853658,30.025506,Школа либо иная детская (в т.ч. дошкольная) организация,Режим движения не изменялся
4989,12.02.2020,14:00,Петродворцовый район,Столкновение,0,1,3,2,г Санкт-Петербург,,,А-118 Кольцевая автомобильная дорога вокруг г. Санкт-Петербурга,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.927732,29.667721,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
4990,11.02.2020,16:00,Петродворцовый район,Наезд на стоящее ТС,0,1,4,3,п Стрельна,ул Кирпичная,2,,Сведения отсутствуют,Ясно,Мокрое,Светлое время суток,59.840104,30.006344,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
4991,07.02.2020,14:00,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Петергоф,ул Ульяновская,1,,Сведения отсутствуют,Ясно,Обработанное противогололедными материалами,Светлое время суток,59.881035,29.826765,Административные здания,Движение частично перекрыто
4992,05.02.2020,07:25,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Петергоф,ул Гостилицкая,2,,Сведения отсутствуют,Ясно,Сухое,"В темное время суток, освещение включено",59.8783,29.8617,Крупный торговый объект (являющийся объектом массового тяготения пешеходов и (или) транспорта),Движение частично перекрыто
4993,03.02.2020,18:00,Петродворцовый район,Падение пассажира,0,1,1,2,г Петергоф,пр-кт Санкт-Петербургский,60,,Сведения отсутствуют,Ясно,Мокрое,"В темное время суток, освещение включено",59.883177,29.889303,Регулируемый перекрёсток,Режим движения не изменялся
4994,03.02.2020,10:30,Петродворцовый район,Столкновение,1,0,2,2,г Санкт-Петербург,,,А-118 Кольцевая автомобильная дорога вокруг г. Санкт-Петербурга,Сведения отсутствуют,Пасмурно,Мокрое,Светлое время суток,59.920151,29.664481,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
4995,26.01.2020,06:45,Петродворцовый район,Наезд на препятствие,0,2,1,3,г Петергоф,пр-кт Санкт-Петербургский,3,,Сведения отсутствуют,Пасмурно,Сухое,"В темное время суток, освещение включено",59.876727,29.932337,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
4996,25.01.2020,08:30,Петродворцовый район,Столкновение,2,2,2,4,г Петергоф,ш Санкт-Петербургское,27 км,,Сведения отсутствуют,Ясно,Сухое,"В темное время суток, освещение включено",59.8706,29.9706,Нерегулируемый пешеходный переход,Движение частично перекрыто
4997,25.01.2020,07:40,Петродворцовый район,Столкновение,0,2,3,3,г Петергоф,пр-кт Санкт-Петербургский,1,,Сведения отсутствуют,Ясно,Мокрое,"В темное время суток, освещение включено",59.875214,29.942486,Регулируемый перекрёсток,Движение частично перекрыто
4998,23.01.2020,17:05,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Санкт-Петербург,,,,Сведения отсутствуют,Пасмурно,Сухое,Светлое время суток,59.873852,29.859831,Многоквартирные жилые дома,Движение частично перекрыто
4999,21.01.2020,08:10,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Петергоф,пл Привокзальная,7,,Сведения отсутствуют,Пасмурно,Мокрое,"В темное время суток, освещение включено",59.864815,29.924505,"Аэропорт, ж/д вокзал (ж/д станция), речной или морской порт (пристань)",Движение частично перекрыто
5000,17.01.2020,18:30,Петродворцовый район,Столкновение,0,1,2,3,г Ломоносов,ш Краснофлотское,18,,Сведения отсутствуют,Пасмурно,Сухое,"В темное время суток, освещение включено",59.924506,29.70922,АЗС,Движение частично перекрыто
5001,16.01.2020,17:27,Петродворцовый район,Столкновение,0,1,2,2,г Петергоф,ул Астрономическая,6 КОР 1,,Сведения отсутствуют,Дождь,Мокрое,"В темное время суток, освещение включено",59.87271,29.813139,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5002,16.01.2020,08:15,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Ломоносов,ш Краснофлотское,60,,Сведения отсутствуют,Дождь,Мокрое,"В темное время суток, освещение включено",59.9247,29.7022,Остановка общественного транспорта,Режим движения не изменялся
5003,13.01.2020,09:10,Петродворцовый район,Столкновение,0,2,2,2,г Петергоф,ш Санкт-Петербургское,1по морскому пер,,Сведения отсутствуют,Ясно,Мокрое,Светлое время суток,59.871364,29.968472,Нерегулируемый пешеходный переход,Движение частично перекрыто
5004,10.01.2020,09:05,Петродворцовый район,Столкновение,0,2,2,3,г Ломоносов,ул Федюнинского,Связи,,Сведения отсутствуют,Пасмурно,Мокрое,"В темное время суток, освещение включено",59.895223,29.793892,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5005,08.01.2020,16:07,Петродворцовый район,Наезд на стоящее ТС,0,1,3,4,г Петергоф,пр-кт Санкт-Петербургский,60,,Сведения отсутствуют,Дождь,Мокрое,"В темное время суток, освещение включено",59.884523,29.885945,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5006,05.01.2020,12:58,Петродворцовый район,Столкновение,0,1,2,2,г Ломоносов,ул Федюнинского,Ораниенбаумский,,Сведения отсутствуют,Пасмурно,Мокрое,Светлое время суток,59.899678,29.778056,Многоквартирные жилые дома,Движение частично перекрыто
5007,27.12.2019,16:30,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Петергоф,пер Мастеровой,д.60 по спб пр.,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.881923,29.895236,Крупный торговый объект (являющийся объектом массового тяготения пешеходов и (или) транспорта),Движение частично перекрыто
5008,24.12.2019,08:30,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Петергоф,ул Чебышевская,11,,Сведения отсутствуют,Туман,Мокрое,"В темное время суток, освещение включено",59.872947,29.860958,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
5009,18.12.2019,10:00,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Ломоносов,ул Красного Флота,13,,Сведения отсутствуют,Дождь,Мокрое,Светлое время суток,59.906694,29.780266,Нерегулируемый перекрёсток,Режим движения не изменялся
5010,09.12.2019,17:15,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Ломоносов,пр-кт Дворцовый,46,,Сведения отсутствуют,Пасмурно,Мокрое,"В темное время суток, освещение включено",59.915838,29.762521,Нерегулируемый перекрёсток,Движение частично перекрыто
5011,03.12.2019,09:40,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Ломоносов,пр-кт Дворцовый,22,,Сведения отсутствуют,Ясно,Обработанное противогололедными материалами,Светлое время суток,59.915333,29.770954,Многоквартирные жилые дома,Режим движения не изменялся
5012,30.11.2019,14:30,Петродворцовый район,Столкновение,0,1,2,2,г Петергоф,ул Аврова,17,,Сведения отсутствуют,Ясно,Мокрое,Светлое время суток,59.872936,29.920363,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5013,28.11.2019,08:10,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Ломоносов,ул Александровская,46,,Сведения отсутствуют,Пасмурно,Мокрое,"В темное время суток, освещение включено",59.908502,29.781446,Регулируемый перекрёсток,Движение частично перекрыто
5014,21.11.2019,14:10,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Петергоф,ул Аврова,8 9А,,Сведения отсутствуют,Пасмурно,Сухое,Светлое время суток,59.877503,29.922938,Остановка общественного транспорта,Движение частично перекрыто
5015,16.11.2019,16:00,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Ломоносов,ул Красного Флота,20,,Сведения отсутствуют,Пасмурно,Мокрое,Светлое время суток,59.908351,29.78209,Многоквартирные жилые дома,Движение частично перекрыто
5016,05.11.2019,08:00,Петродворцовый район,Столкновение,0,1,2,2,п Стрельна,ш Красносельское,56 по Российский б-р,,Сведения отсутствуют,Пасмурно,Сухое,"В темное время суток, освещение включено",59.832697,30.071039,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5017,03.11.2019,01:50,Петродворцовый район,Наезд на препятствие,0,1,1,1,п Стрельна,ш Санкт-Петербургское,56 Б,,Сведения отсутствуют,Дождь,Мокрое,"В темное время суток, освещение включено",59.851546,30.06398,Остановка общественного транспорта,Режим движения не изменялся
5018,28.10.2019,08:24,Петродворцовый район,Столкновение,0,2,2,5,г Ломоносов,ш Краснофлотское,2 по ул. Центральной,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.924829,29.712793,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5019,26.10.2019,18:00,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Петергоф,ул Гостилицкая,2,,Сведения отсутствуют,Дождь,Мокрое,"В темное время суток, освещение включено",59.878386,29.86173,Крупный торговый объект (являющийся объектом массового тяготения пешеходов и (или) транспорта),Движение частично перекрыто
5020,24.10.2019,23:00,Петродворцовый район,Наезд на велосипедиста,0,1,2,2,г Ломоносов,,,,Сведения отсутствуют,Пасмурно,Сухое,"В темное время суток, освещение включено",59.901567,29.771522,Жилые дома индивидуальной застройки,Режим движения не изменялся
5021,23.10.2019,16:05,Петродворцовый район,Падение пассажира,0,1,1,2,г Петергоф,пр-кт Санкт-Петербургский,52,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.880819,29.903433,Остановка общественного транспорта,Движение частично перекрыто
5022,18.10.2019,23:30,Петродворцовый район,Съезд с дороги,0,1,1,1,г Ломоносов,ш Краснофлотское,49,,Сведения отсутствуют,Дождь,Мокрое,"В темное время суток, освещение включено",59.926157,29.679791,Нерегулируемый пешеходный переход,Режим движения не изменялся
5023,16.10.2019,14:40,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Ломоносов,ул Александровская,15 14,,Сведения отсутствуют,Пасмурно,Сухое,Светлое время суток,59.910384,29.769795,Многоквартирные жилые дома,Режим движения не изменялся
5024,16.10.2019,19:15,Петродворцовый район,Падение пассажира,0,1,1,2,г Ломоносов,ул Победы,18,,Сведения отсутствуют,Пасмурно,Сухое,"В темное время суток, освещение включено",59.904074,29.770997,Нерегулируемый пешеходный переход,Движение частично перекрыто
5025,16.10.2019,07:29,Петродворцовый район,Падение пассажира,0,1,1,2,г Петергоф,ул Ботаническая,Ульяновская,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.878041,29.82419,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
5026,14.10.2019,07:35,Петродворцовый район,Столкновение,0,3,2,4,г Ломоносов,ш Краснофлотское,39,,Сведения отсутствуют,Пасмурно,Мокрое,Светлое время суток,59.924721,29.715207,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5027,08.10.2019,13:30,Петродворцовый район,Наезд на велосипедиста,1,0,2,2,г Ломоносов,пр-кт Ораниенбаумский,49 1 2250 м к КАД,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.8753,29.7633,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
5028,06.10.2019,14:40,Петродворцовый район,Падение пассажира,0,1,1,3,г Петергоф,пр-кт Санкт-Петербургский,Ул.фабричная,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.883651,29.887855,Многоквартирные жилые дома,Режим движения не изменялся
5029,04.10.2019,13:30,Петродворцовый район,Наезд на стоящее ТС,0,2,2,3,г Петергоф,пр-кт Санкт-Петербургский,60,,Сведения отсутствуют,Пасмурно,Сухое,Светлое время суток,59.882165,29.894185,Регулируемый перекрёсток,Движение частично перекрыто
5030,02.10.2019,14:05,Петродворцовый район,Наезд на препятствие,0,1,1,1,г Санкт-Петербург,,,А-118 Кольцевая автомобильная дорога вокруг г. Санкт-Петербурга,Сведения отсутствуют,Дождь,Мокрое,Светлое время суток,59.816195,30.069215,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5031,02.10.2019,13:00,Петродворцовый район,Столкновение,0,2,2,6,г Петергоф,ш Ораниенбаумское,2,,Сведения отсутствуют,Пасмурно,Мокрое,Светлое время суток,59.897634,29.8364,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5032,27.09.2019,11:45,Петродворцовый район,Столкновение,0,1,2,3,г Ломоносов,ш Краснофлотское,26,,Сведения отсутствуют,Пасмурно,Сухое,Светлое время суток,59.922071,29.725689,Нерегулируемый пешеходный переход,Движение частично перекрыто
5033,24.09.2019,17:30,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Петергоф,ш Санкт-Петербургское,1 по морскому переул,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.870863,29.969845,Остановка общественного транспорта,Движение частично перекрыто
5034,22.09.2019,05:52,Петродворцовый район,Столкновение,0,3,2,4,г Петергоф,пр-кт Санкт-Петербургский,42,,Сведения отсутствуют,Дождь,Мокрое,"В темное время суток, освещение включено",59.880001,29.909281,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5035,21.09.2019,16:15,Петродворцовый район,Столкновение,0,1,2,2,г Ломоносов,ул Мира,1,,Сведения отсутствуют,Дождь,Мокрое,Светлое время суток,59.891413,29.813848,Остановка общественного транспорта,Движение частично перекрыто
5036,19.09.2019,01:15,Петродворцовый район,Столкновение,1,2,2,4,г Петергоф,ш Санкт-Петербургское,119,,Сведения отсутствуют,Пасмурно,Сухое,"В темное время суток, освещение включено",59.874579,29.947153,Остановка общественного транспорта,Движение полностью перекрыто
5037,12.09.2019,09:00,Петродворцовый район,Наезд на велосипедиста,0,1,2,2,г Ломоносов,ул Дегтярёва,21,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.907189,29.7628,Спортивные и развлекательные объекты,Движение частично перекрыто
5038,12.09.2019,11:57,Петродворцовый район,Падение пассажира,0,1,1,2,г Петергоф,пр-кт Санкт-Петербургский,48,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.880841,29.903423,Остановка общественного транспорта,Режим движения не изменялся
5039,04.09.2019,17:30,Петродворцовый район,Падение пассажира,0,1,1,2,г Петергоф,пр-кт Санкт-Петербургский,48,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.880798,29.903519,Остановка общественного транспорта,Движение частично перекрыто
5040,02.09.2019,17:10,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Ломоносов,пр-кт Ораниенбаумский,39 В,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.8964,29.775,Нерегулируемый пешеходный переход,Режим движения не изменялся
5041,26.08.2019,06:45,Петродворцовый район,Наезд на препятствие,0,1,1,1,г Ломоносов,ул Жоры Антоненко,5,,Сведения отсутствуют,Пасмурно,Сухое,Светлое время суток,59.899711,29.814234,Остановка общественного транспорта,Режим движения не изменялся
5042,24.08.2019,15:10,Петродворцовый район,Столкновение,0,1,2,2,п Стрельна,ш Красносельское,135,,Сведения отсутствуют,Пасмурно,Сухое,Светлое время суток,59.827229,30.072348,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5043,22.08.2019,10:45,Петродворцовый район,Наезд на препятствие,0,1,1,1,г Петергоф,ул Новые Заводы,3 КМ,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.839533,29.984093,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
5044,22.08.2019,14:40,Петродворцовый район,Наезд на пешехода,0,1,1,2,п Стрельна,ш Санкт-Петербургское,15,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.852769,30.089858,Остановка общественного транспорта,Движение частично перекрыто
5045,19.08.2019,12:30,Петродворцовый район,Наезд на препятствие,0,1,1,2,г Ломоносов,пл Привокзальная,2,,Сведения отсутствуют,Пасмурно,Сухое,Светлое время суток,59.917613,29.769387,Остановка общественного транспорта,Режим движения не изменялся
5046,17.08.2019,19:50,Петродворцовый район,Наезд на препятствие,0,2,1,2,г Ломоносов,ул Михайловская,39,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.904779,29.765224,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
5047,16.08.2019,10:30,Петродворцовый район,Столкновение,0,1,2,2,г Ломоносов,ул Владимирская,Костылева,,Сведения отсутствуют,Пасмурно,Сухое,Светлое время суток,59.912772,29.770288,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5048,12.08.2019,14:30,Петродворцовый район,Столкновение,0,1,2,3,г Петергоф,пл Жертв Революции,Лихардовская,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.879549,29.919934,Нерегулируемый пешеходный переход,Движение частично перекрыто
5049,06.08.2019,10:00,Петродворцовый район,Наезд на пешехода,0,1,1,2,г Санкт-Петербург,,,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.8717,29.8647,Медицинские (лечебные) организации,Режим движения не изменялся
5050,02.08.2019,16:00,Петродворцовый район,Наезд на велосипедиста,0,1,2,2,г Петергоф,,,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.878483,29.891213,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Режим движения не изменялся
5051,02.08.2019,17:45,Петродворцовый район,Столкновение,0,1,2,2,п Стрельна,ш Санкт-Петербургское,63 В,,Сведения отсутствуют,Ясно,Сухое,Светлое время суток,59.852316,30.041943,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
5052,31.07.2019,15:20,Петродворцовый район,Падение пассажира,0,1,1,2,г Петергоф,пр-кт Санкт-Петербургский,1 по ул. Фабричной,,Сведения отсутствуют,Пасмурно,Сухое,Светлое время суток,59.883597,29.887791,Отсутствие в непосредственной близости объектов УДС и объектов притяжения,Движение частично перекрыто
